track_id,track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
5MAK1nd8R6PWnle1Q1WJvh,I See Red,Everybody Loves an Outlaw,I See Red,77,230613,False,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,3,blues
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,Melophobia,79,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,blues
7vguMCv8uVuZLiQJ156u3Z,Play with Fire (feat. Yacht Money),Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),76,180690,False,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4,blues
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,Elephant,84,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,blues
6zC0mpGYwbNTpk9SKwh08f,Wonderful Tonight,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),76,225026,False,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,blues
7K0WZ75nHqj450OYd3ZywF,I'm Dangerous,The EverLove,Walk Through Fire,65,243329,False,0.691,0.841,8,-7.026,0,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,4,blues
6T5i8eCUWZ92HOZtxt58LK,Angel,Aretha Franklin,Slow Down Soul,1,268040,False,0.27,0.577,0,-8.195,1,0.0573,0.755,0.123,0.139,0.362,170.254,4,blues
6xqWfkMmiqbepWSXMj19K1,This Girl's in Love with You,Aretha Franklin,Thanksgiving Party,0,240773,False,0.579,0.409,0,-10.095,1,0.0268,0.624,1.83e-05,0.18,0.526,109.417,3,blues
7ho8AmAGyByBomWJPwThKX,Sweet Home Alabama,Lynyrd Skynyrd,Sweet Home Alabama,2,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues
1AO5q3PNXDWNwgern0S2zt,Sweet Home Alabama,Lynyrd Skynyrd,70s Christmas Party,0,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues
1GQMpacZAFmsYYmkT87gUw,Rough Boy,ZZ Top,Timeless Rock Hits,1,287426,False,0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,4,blues
0uZ14vmYf9O5LirYjN84GL,Sleigh Ride,Ella Fitzgerald,pov: you hear the bells jingle,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
3GQ38rNsi6pPAAXiKUP1QT,My Girl (Mono),Otis Redding,Session Acoustique,1,175853,False,0.74,0.322,0,-9.26,1,0.0399,0.551,0.000767,0.17,0.628,102.889,4,blues
7idmN70yhFrMLLoC4Ufeak,Wonderful World,Otis Redding,Thanksgiving Party,0,191533,False,0.863,0.624,3,-5.637,1,0.0375,0.54,8.43e-06,0.03,0.958,105.49,4,blues
4L6mJJhYx3PNhKhaXX4BCw,Simple Life,Lynyrd Skynyrd,Country Car Hits,1,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,blues
08dNxhOkSsdUOaHthtIy91,Jingle Bells,Ella Fitzgerald,Christmas Eve At Home,0,143093,False,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,4,blues
7pSga5MXj7IbOuRCVuadBR,I Want to Thank You,Otis Redding,Thanksgiving Party,0,160840,False,0.537,0.521,3,-11.326,1,0.0606,0.56,0.00665,0.0879,0.961,199.362,4,blues
5OQeh0hl86gwzbhKJlCMLT,Merry Christmas Baby,Otis Redding,Perfect Christmas Hits,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues
4a5Dibxjp4I8e4DWHg6apf,Simple Life,Lynyrd Skynyrd,Country Road Songs,0,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,blues
5h2YLD9MLviHF25NNYYi9j,Merry Christmas Baby,Otis Redding,Christmas Time,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues
1ygKuPiMlPKKonNecBWlg0,Merry Christmas Baby,Otis Redding,Holly Jolly Christmas,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues
2yQJT5fopKSAdJB2aaLgwr,Sleigh Ride,Ella Fitzgerald,World's Best Christmas Playlist,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
6uPNJqmDLsgAJnNTR5V7QP,Sharp Dressed Man - 2003 Remaster,ZZ Top,80's,0,253413,False,0.527,0.786,5,-8.01,1,0.0362,0.000153,0.00271,0.085,0.343,125.117,4,blues
72E3wMPI5tVY7VoEWLSuhf,Frosty The Snowman,Ella Fitzgerald,CHRISTMAS TOP HITS 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
7vvQrcQCfq7SB8mxO9CRHq,Frosty The Snowman,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
5ftfVzSLIi5ZxYdNbRtf41,Never Gonna Give You Up,The Black Keys,Coffee Moment,0,218986,False,0.557,0.665,6,-6.19,0,0.0328,0.321,0.000281,0.0713,0.437,75.803,4,blues
1VNgkKygpjGFRrMRkzMJDh,Merry Christmas Baby,Otis Redding,Cuddle Up Christmas,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues
3Xrasa4unuME8UMwOnqIP9,Ain't That Love,Ray Charles,Thanksgiving Party,0,173906,False,0.751,0.467,10,-9.535,1,0.327,0.303,0.0,0.163,0.774,118.11,4,blues
0SidD5FXjLY20EffJQDAI7,Sleigh Ride,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
07uPklAHdtkXATBcS9FvtS,Merry Christmas Baby,Otis Redding,Christmas Music - Holiday Hits,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues
5HfjKD2GdTKylx57dSemch,"Merry Christmas, Baby [take 1] - Take 1",Otis Redding,All I want For Christmas Is Music,0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues
1g6C5sgsJHqW4XAdLyDp9A,Merry Christmas Baby,Otis Redding,Merry Christmas,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues
70mBn5A0cKtwGGMTrr0IXl,Mess Around,Ray Charles,Thanksgiving Party,0,160226,False,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.804,4,blues
0TYB8WJ6x4DYepwUYIvBVX,"Merry Christmas, Baby [take 1] - Take 1",Otis Redding,pov: you hear the bells jingle,0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues
6UPkgLF8SfiVmVGy5RYvIc,Frosty The Snowman,Ella Fitzgerald,World's Best Christmas Playlist,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
5aRJTjJ7XbxXJmsZWM682b,"No Woman, No Cry (Outtake)",Nina Simone,Supa Chill,0,195933,False,0.607,0.381,9,-10.821,1,0.0735,0.475,2.35e-05,0.105,0.703,167.423,4,blues
1LFJLpGF7gexCurvUsjqG9,Frosty The Snowman,Ella Fitzgerald,Santa Claus Is Coming To Town,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
7mspMgbrDiYlTaEMI7jNaO,I've Been Loving You Too Long,Otis Redding,R'n'B Studying,0,175653,False,0.508,0.535,9,-5.632,1,0.0272,0.565,0.000388,0.196,0.162,74.682,3,blues
7BVhqEVCS8UFWz1iW9dGut,I've Been Loving You Too Long - Remastered Mono,Otis Redding,Thanksgiving Party,0,181666,False,0.499,0.246,9,-12.806,1,0.0325,0.7,0.00227,0.0965,0.152,148.482,3,blues
2nuV7cBiwVt2tU4sDkwj4I,"Merry Christmas, Baby [take 1] - Take 1",Otis Redding,pov: you saw mommy kissing santa claus,0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues
68zhLiVF3gEKnmgtfCCsen,"Merry Christmas, Baby [take 1] - Take 1",Otis Redding,World's Best Christmas Playlist,0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues
4AFsnSFhRS5tc07RDKsY1z,Jingle Bells,Ella Fitzgerald,Home At Christmas,0,143093,False,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,4,blues
2Ok3RB6OuSkV140AgyCuqd,Sweet Home Alabama,Lynyrd Skynyrd,Rock Workout 2023,1,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues
0X6unr81shIRDbdW5aMFSM,Jingle Bells,Ella Fitzgerald,Home For Christmas 2022,0,143093,False,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,4,blues
5SGoc2TZZ7xGdLQ7kpU06d,"Merry Christmas, Baby [take 1] - Take 1",Otis Redding,Christmas Dinner,0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues
7sdaD6KTdB6mU1E79NVnwW,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
0pS25QJ0g83B2OIu9je81g,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,Santa Claus Is Coming To Town,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
4GPQDyw9hC1DiZVh0ouDVL,Keep My Name Outta Your Mouth,The Black Keys,OK Boomers - Top Tunes,0,189356,False,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,4,blues
1gJrH78tBc0ymRXZiizxKx,Sweet Home Alabama,Lynyrd Skynyrd,Best 70s Rock Tunes,1,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues
6fsHeJsRAscaPO6Wi8zwTX,Sweet Home Alabama,Lynyrd Skynyrd,Best 70s Rock Tunes,0,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues
0edRP0RpOUrjHbbGPSYzaH,Frosty The Snowman,Ella Fitzgerald,Christmas Songs 2022,4,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
5zz9ypkkewsz1sfqntWOn1,Blue Skies,Ella Fitzgerald,christmas but not christmas songs,0,225160,False,0.401,0.368,7,-10.511,1,0.0452,0.822,0.0,0.0674,0.681,159.844,4,blues
7zrxUrilLtTk4XnT5G7zF8,Frosty The Snowman,Ella Fitzgerald,All I Want For Christmas Is You,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
0ctlOXCRfpjRUkBcQxs3nu,Frosty The Snowman,Ella Fitzgerald,Christmas Classics,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
4xaECM92qrcin1GVjjtlX2,Sleigh Ride,Ella Fitzgerald,GOD JUL,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
1lJWopyBsnNY029HUETv0R,Frosty The Snowman,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
4UGYAzxUtzLllltVU4gaS8,Frosty The Snowman,Ella Fitzgerald,Holidays Are Coming,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
72E3wMPI5tVY7VoEWLSuhf,Frosty The Snowman,Ella Fitzgerald,CHRISTMAS TOP HITS 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
38UDPaDM2jZMRv4aEXhdi3,Stars Fell On Alabama,Ella Fitzgerald;Louis Armstrong,Un tecito y a mimir,0,211720,False,0.329,0.139,5,-11.934,1,0.0407,0.949,0.0,0.117,0.183,169.608,5,blues
0XOoWlEiKzyF5VS4oh3Yb6,Sleigh Ride,Ella Fitzgerald,pov: you are walking in a winter wonderland,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
4BoAuxhz1bOHMpeeQk3r8I,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,Holiday Anthems 2022,1,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
7i0UYyimBRONNLjNdsfVBz,Frosty The Snowman,Ella Fitzgerald,Christmas Best Hits 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
4Ovn5T4LAEE8mfYtsmjLoA,Frosty The Snowman,Ella Fitzgerald,Christmas Dinner 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
0X6q6lE4evlnpVKozjg5Tm,Frosty The Snowman,Ella Fitzgerald,Christmas Eve At Home,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
7ccsKU0u0EB123rIg20ktB,Frosty The Snowman,Ella Fitzgerald,Beste Weihnachtslieder,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
4fV4ENJPXONNMtGiujA2Hj,Frosty The Snowman,Ella Fitzgerald,Best Christmas Playlist Ever 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
7odt0XkmUk2EGgH9pdzwRQ,Winter Wonderland,Ella Fitzgerald,Christmas Eve At Home,0,137026,False,0.499,0.339,8,-8.929,1,0.061,0.917,0.0,0.0784,0.656,116.269,4,blues
2jz3CiLG3MLOqZ9gOv6z1A,Frosty The Snowman,Ella Fitzgerald,Home For Christmas 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
1xbpqLQibJSDku2aug3xet,Frosty The Snowman,Ella Fitzgerald,Weihnachten Musik,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
2E1sUwtH4AANynciTbL36h,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,JULMUSIK,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
5E8pCmwdxQSnYsUwAtkLGO,Sleigh Ride,Ella Fitzgerald,Jingle Bell Rock 2022,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
4sBchehueRZr8z4gg3OgbE,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
4RWsVVHr55gPDn1FjeQJNT,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,Beste Weihnachtslieder,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
37NRNwqKLqtzMpVfBuhl0n,They Can't Take That Away From Me,Ella Fitzgerald;Louis Armstrong,Desayuno en calma,0,277706,False,0.551,0.232,3,-13.619,1,0.0782,0.626,0.0,0.13,0.394,103.308,4,blues
3e95Yjkzhw8oR2pR1BPQpI,The Secret Of Christmas,Ella Fitzgerald,Chill Christmas Dinner,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,blues
5Vv9gXd6HmKtjMgeQbYWq5,Have Yourself A Merry Little Christmas,Ella Fitzgerald,Classic Christmas Greatest Hits,1,175840,False,0.609,0.247,7,-9.038,1,0.0425,0.961,2.41e-06,0.219,0.485,112.3,4,blues
357pRaRB0tID9c98Eg2TDn,Cheek To Cheek,Ella Fitzgerald;Louis Armstrong,christmas but not christmas songs,0,353647,False,0.665,0.443,0,-8.076,1,0.0803,0.582,0.0,0.113,0.662,122.872,4,blues
2lXbxgwCKdw8wfwjJkeknL,White Christmas,Ella Fitzgerald,Classic Christmas 2022,0,181186,False,0.415,0.212,8,-15.848,1,0.0318,0.785,0.0,0.325,0.338,92.988,4,blues
7kj7fG3A6mYLDMfxDejfzm,Sleigh Ride,Ella Fitzgerald,CHRISTMAS TOP HITS 2022,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
5siu3VgukcO864Zsgmqvde,Sleigh Ride,Ella Fitzgerald,A Very 60s Christmas,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
1p7X6d0pxUclbrO6hg8uTS,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,All I Want For Christmas Is You,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
3GL5VxEIqjPf4BfQb3NV2C,Frosty The Snowman,Ella Fitzgerald,Weihnachtslieder 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
4aWqVlWZwVfuSTVucZrb65,Cheek To Cheek,Ella Fitzgerald;Louis Armstrong,pov: you are an christmas elf,0,353647,False,0.665,0.443,0,-8.076,1,0.0803,0.582,0.0,0.113,0.662,122.872,4,blues
4tMBFkwGyBlZj2Rl1R7mwP,Sleigh Ride,Ella Fitzgerald,Christmas Soul Classics,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
7dY9gGn93i4EoH7oUk2uP4,"Bewitched, Bothered, And Bewildered - Stereo Version",Ella Fitzgerald,Twisted Halloween Hits,0,424317,False,0.422,0.108,5,-16.835,1,0.0376,0.971,0.0,0.101,0.263,71.872,4,blues
5tuDHaJLO812gIgdf0Llp7,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,Jingle Bell Rock 2022,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
53rqZwcMhjXuXDy1IxRi22,Sleigh Ride,Ella Fitzgerald,Holidays Are Coming,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
1rv0r12Wme7GOIZ0hwIO6r,Hotta Chocolatta,Ella Fitzgerald,christmas but not christmas songs,0,187026,False,0.85,0.532,1,-6.854,1,0.0576,0.768,0.0,0.358,0.866,120.905,4,blues
3AXWBC3J6CiYXohrN2dRiZ,Ding-Dong! The Witch Is Dead,Ella Fitzgerald,Spooky Scary Season,0,197573,False,0.626,0.248,11,-12.898,0,0.061,0.827,0.0,0.0965,0.639,80.542,4,blues
1VE9nQhNIs8Xzyy10GxWhB,Sleigh Ride,Ella Fitzgerald,Best Christmas Songs 2022,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
07vXvRYejavLger1TGzOju,Hotta Chocolatta,Ella Fitzgerald,Best Christmas Songs 2022,0,187026,False,0.85,0.532,1,-6.854,1,0.0576,0.768,0.0,0.358,0.866,120.905,4,blues
7nMjgX8uYCl2SDQuArcWv9,Sleigh Ride,Ella Fitzgerald,pov: you have a holly jolly christmas,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
7pfC2uUEuDEzMYKVblIXb8,Sleigh Ride,Ella Fitzgerald,The Very Best Christmas Songs 2022,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
2pkHL5CQzguxHbomLhziwH,Frosty The Snowman,Ella Fitzgerald,Holiday Favorites 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
3zyz5T5qFjk1oSw5RIqf9V,Have Yourself a Merry Little Christmas,Ella Fitzgerald,Christmas Only: The Timeless Classic Collection,0,175280,False,0.595,0.318,7,-7.181,1,0.036,0.951,1.11e-06,0.28,0.536,112.718,4,blues
00970cTs7LnxWt0d5Qk08m,Sleigh Ride,Ella Fitzgerald,Weihnachtslieder 2022,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
4YNhxUpMiSeyjjIdkmHNW9,Let It Snow! Let It Snow! Let It Snow!,Ella Fitzgerald,pov: you are walking in a winter wonderland,0,163040,False,0.574,0.414,9,-7.16,0,0.0495,0.842,0.0,0.172,0.867,77.968,4,blues
6hnyzfuGgBDnUhw3TaRac1,Dream A Little Dream Of Me - Single Version,Ella Fitzgerald;Louis Armstrong,Christmas Vibes But Not Christmas Songs,0,187693,False,0.45,0.25,0,-8.333,1,0.096,0.909,0.0,0.131,0.377,82.108,4,blues
0hg4cZgvvYIdJG6sBukiyl,Let It Snow! Let It Snow! Let It Snow!,Ella Fitzgerald,Classic Christmas Music 2022,0,163040,False,0.574,0.414,9,-7.16,0,0.0495,0.842,0.0,0.172,0.867,77.968,4,blues
3acDxTLevwJv7MKQFFLstu,Frosty The Snowman,Ella Fitzgerald,pov: you bake cookies,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
7wBSAv6Rq9fWk89qRJb3qT,Stella By Starlight,Ella Fitzgerald,The Greatest Jazz Mix,1,197680,False,0.469,0.199,5,-12.5,1,0.0316,0.889,0.0,0.115,0.21,112.185,3,blues
4Le87goCu6m8L8uNmFRPOy,In A Sentimental Mood,Ella Fitzgerald,Jazz Romance,0,165800,False,0.283,0.0264,4,-19.612,0,0.0426,0.925,0.0,0.136,0.231,170.182,3,blues
0LZgf4LDn9hHNTtNgKhC0u,Sleigh Ride,Ella Fitzgerald,Christmas Songs 2022,3,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
7sBAcUGY0eLY6sfX3eOzNc,Frosty The Snowman,Ella Fitzgerald,Jingle Bell Rock 2022,2,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
0OpPGBkgaZ6zCWKAYXPNpc,Moonlight In Vermont,Ella Fitzgerald;Louis Armstrong,Desayuno en calma,0,219600,False,0.427,0.0916,0,-15.364,1,0.039,0.977,0.000235,0.0855,0.111,100.7,1,blues
1W1wxzJyuHRjtxMPMhqufs,Frosty The Snowman,Ella Fitzgerald,12 Days of Christmas 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
5TIUgAE7x3xmJJUMI8SrgM,Sleigh Ride,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
1DoF49hx0Rl0repeJUKbJe,Frosty The Snowman,Ella Fitzgerald,pov: you are walking in a winter wonderland,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
2gaVsa8Ifi2w2csnRqNN2F,The Secret Of Christmas,Ella Fitzgerald,Slow Christmas Songs 2022,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,blues
5YC6XWGWSlH4rxbmzvmCQj,Sleigh Ride,Ella Fitzgerald,JULMUSIK,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
7tfSlkyv8xmyoUEGd53mBC,Dream A Little Dream Of Me - Single Version,Ella Fitzgerald;Louis Armstrong,Coffee Break,0,187693,False,0.45,0.25,0,-8.333,1,0.096,0.909,0.0,0.131,0.377,82.108,4,blues
6JLsAMhOQkmEUvr0t4EIDt,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,GOD JUL,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
5qI9gSVZRtAcbkw1Xzx0B9,Frosty The Snowman,Ella Fitzgerald,Christmas 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
07vTKxT54r3a23Q0gILvOu,Frosty The Snowman,Ella Fitzgerald,pov: you have a holly jolly christmas,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
2OImOyNxoQj3EhOjfGtkT4,Sleigh Ride,Ella Fitzgerald,Christmas Dinner 2022,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
5lIAn4lM6KBYzpNttHWhAZ,Frosty The Snowman,Ella Fitzgerald,Weihnachten Playlist,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
6m1A74FqvZFF9zRTI23P8I,Frosty The Snowman,Ella Fitzgerald,The Very Best Christmas Songs 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
1L2haXaEqTMAcdUyAZJeV9,Winter Wonderland,Ella Fitzgerald,Home At Christmas,0,137026,False,0.499,0.339,8,-8.929,1,0.061,0.917,0.0,0.0784,0.656,116.269,4,blues
4lJX2CpRZKPWAIOzOdvENF,Frosty The Snowman,Ella Fitzgerald,Home At Christmas,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
0lOk1COnPBSFGzg1Gt5IBa,Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,A Very 60s Christmas,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
1KOqPUSBvfcVFvmbDxYLyC,Sleigh Ride,Ella Fitzgerald,pov: you saw mommy kissing santa claus,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
0uXnFu9BRS1kIKNFi8Z6NJ,Winter Wonderland,Ella Fitzgerald,Home For Christmas 2022,0,137026,False,0.499,0.339,8,-8.929,1,0.061,0.917,0.0,0.0784,0.656,116.269,4,blues
7ckUEDVJ1woYh2NnaHxA8G,Frosty The Snowman,Ella Fitzgerald,Classic Christmas Music 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
04KeHjz5E58E3CLOhIqWnr,Frosty The Snowman,Ella Fitzgerald,Christmas Playlist 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
3JibLpqNHuIMfOy3maUWse,Frosty The Snowman,Ella Fitzgerald,Pop Fun and Christmas Music 2022,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
